payment_id,contract_id,payment_date,amount
P1435,C0320,2025-05-30,660.00
P1436,C0344,2025-05-30,440.00
P1437,C0351,2025-05-30,1105.00
P1438,C0419,2025-05-30,680.00
P1439,C0420,2025-05-30,1680.00
P1440,C0056,2025-05-31,1470.00
P1441,C0107,2025-05-31,1130.00
P1442,C0120,2025-05-31,915.00
P1443,C0124,2025-05-31,950.00
P1444,C0126,2025-05-31,965.00
P1445,C0144,2025-05-31,1605.00
P1446,C0161,2025-05-31,1125.00
P1447,C0171,2025-05-31,1230.00
P1448,C0182,2025-05-31,1300.00
P1449,C0183,2025-05-31,960.00
P1450,C0186,2025-05-31,1155.00
P1451,C0210,2025-05-31,1575.00
P1452,C0218,2025-05-31,520.00
P1453,C0223,2025-05-31,525.00
P1454,C0229,2025-05-31,335.00
P1455,C0235,2025-05-31,1125.00
P1456,C0259,2025-05-31,1485.00
P1457,C0267,2025-05-31,720.00
P1458,C0290,2025-05-31,895.00
P1459,C0297,2025-05-31,815.00
P1460,C0310,2025-05-31,535.00
P1461,C0313,2025-05-31,825.00
P1462,C0325,2025-05-31,1960.00
P1463,C0326,2025-05-31,990.00
P1464,C0389,2025-05-31,465.00
P1465,C0407,2025-05-31,1520.00
P1466,C0408,2025-05-31,730.00
P1467,C0010,2025-06-01,1010.00
P1468,C0013,2025-06-01,910.00
P1469,C0018,2025-06-01,760.00
P1470,C0033,2025-06-01,555.00
P1471,C0058,2025-06-01,955.00
P1472,C0076,2025-06-01,970.00
P1473,C0096,2025-06-01,1990.00
P1474,C0133,2025-06-01,485.00
P1475,C0176,2025-06-01,1615.00
P1476,C0193,2025-06-01,1195.00
P1477,C0199,2025-06-01,575.00
P1478,C0253,2025-06-01,860.00
P1479,C0270,2025-06-01,800.00
P1480,C0298,2025-06-01,680.00
P1481,C0332,2025-06-01,710.00
P1482,C0345,2025-06-01,470.00
P1483,C0375,2025-06-01,1460.00
P1484,C0379,2025-06-01,1205.00
P1485,C0393,2025-06-01,1595.00
P1486,C0394,2025-06-01,350.00
P1487,C0006,2025-06-02,1300.00
P1488,C0014,2025-06-02,1185.00
P1489,C0038,2025-06-02,700.00
P1490,C0045,2025-06-02,1650.00
P1491,C0060,2025-06-02,725.00
P1492,C0068,2025-06-02,1680.00
P1493,C0069,2025-06-02,1090.00
P1494,C0190,2025-06-02,870.00
P1495,C0241,2025-06-02,1710.00
P1496,C0242,2025-06-02,720.00
P1497,C0243,2025-06-02,1535.00
P1498,C0287,2025-06-02,645.00
P1499,C0374,2025-06-02,1805.00
P1500,C0401,2025-06-02,945.00
P1501,C0412,2025-06-02,1290.00
P1502,C0418,2025-06-02,365.00
P1503,C0425,2025-06-02,1465.00
P1504,C0427,2025-06-02,345.00
P1505,C0432,2025-06-02,1570.00
P1506,C0002,2025-06-03,2710.00
P1507,C0086,2025-06-03,410.00
P1508,C0093,2025-06-03,720.00
P1509,C0163,2025-06-03,2025.00
P1510,C0167,2025-06-03,385.00
P1511,C0216,2025-06-03,1070.00
P1512,C0250,2025-06-03,1430.00
P1513,C0347,2025-06-03,1145.00
P1514,C0371,2025-06-03,1075.00
P1515,C0383,2025-06-03,1200.00
P1516,C0400,2025-06-03,585.00
P1517,C0415,2025-06-03,2150.00
P1518,C0438,2025-06-03,1795.00
P1519,C0440,2025-06-03,460.00
P1520,C0031,2025-06-04,1505.00
P1521,C0115,2025-06-04,615.00
P1522,C0141,2025-06-04,360.00
P1523,C0166,2025-06-04,495.00
P1524,C0179,2025-06-04,880.00
P1525,C0214,2025-06-04,975.00
P1526,C0296,2025-06-04,875.00
P1527,C0327,2025-06-04,580.00
P1528,C0357,2025-06-04,1835.00
P1529,C0392,2025-06-04,845.00
P1530,C0027,2025-06-05,845.00
P1531,C0028,2025-06-05,1295.00
P1532,C0032,2025-06-05,385.00
P1533,C0044,2025-06-05,1290.00
P1534,C0053,2025-06-05,1650.00
P1535,C0077,2025-06-05,1865.00
P1536,C0095,2025-06-05,810.00
P1537,C0105,2025-06-05,730.00
P1538,C0117,2025-06-05,1340.00
P1539,C0123,2025-06-05,960.00
P1540,C0128,2025-06-05,2020.00
P1541,C0130,2025-06-05,815.00
P1542,C0159,2025-06-05,1950.00
P1543,C0226,2025-06-05,620.00
P1544,C0236,2025-06-05,665.00
P1545,C0247,2025-06-05,325.00
P1546,C0249,2025-06-05,1255.00
P1547,C0265,2025-06-05,1000.00
P1548,C0266,2025-06-05,1575.00
P1549,C0275,2025-06-05,885.00
P1550,C0277,2025-06-05,340.00
P1551,C0299,2025-06-05,1670.00
P1552,C0318,2025-06-05,780.00
P1553,C0322,2025-06-05,1140.00
P1554,C0331,2025-06-05,380.00
P1555,C0352,2025-06-05,1310.00
P1556,C0396,2025-06-05,1465.00
P1557,C0431,2025-06-05,1060.00
P1558,C0449,2025-06-05,910.00
P1559,C0251,2025-06-06,1205.00
P1560,C0300,2025-06-06,395.00
P1561,C0349,2025-06-06,460.00
P1562,C0192,2025-06-07,740.00
P1563,C0185,2025-06-08,625.00
P1564,C0089,2025-06-09,755.00
P1565,C0114,2025-06-09,1325.00
P1566,C0030,2025-06-10,615.00
P1567,C0059,2025-06-10,585.00
P1568,C0092,2025-06-10,370.00
P1569,C0153,2025-06-10,275.00
P1570,C0289,2025-06-10,1140.00
P1571,C0305,2025-06-10,770.00
P1572,C0075,2025-06-11,520.00
P1573,C0094,2025-06-11,1820.00
P1574,C0255,2025-06-11,1340.00
P1575,C0003,2025-06-12,470.00
P1576,C0064,2025-06-12,525.00
P1577,C0177,2025-06-12,1760.00
P1578,C0194,2025-06-12,310.00
P1579,C0233,2025-06-12,380.00
P1580,C0321,2025-06-12,1275.00
P1581,C0334,2025-06-12,1080.00
P1582,C0023,2025-06-13,845.00
P1583,C0073,2025-06-13,1235.00
P1584,C0198,2025-06-13,1165.00
P1585,C0281,2025-06-13,1160.00
P1586,C0278,2025-06-14,710.00
P1587,C0125,2025-06-15,1270.00
P1588,C0414,2025-06-15,1020.00
P1589,C0353,2025-06-16,960.00
P1590,C0361,2025-06-16,475.00
P1591,C0110,2025-06-17,1020.00
P1592,C0445,2025-06-18,790.00
P1593,C0151,2025-06-19,1670.00
P1594,C0280,2025-06-19,435.00
P1595,C0359,2025-06-19,1310.00
P1596,C0015,2025-06-20,1025.00
P1597,C0152,2025-06-20,1850.00
P1598,C0160,2025-06-20,490.00
P1599,C0187,2025-06-20,1365.00
P1600,C0263,2025-06-20,600.00
P1601,C0015,2025-06-25,1025.00
P1602,C0029,2025-06-25,1390.00
P1603,C0058,2025-06-25,955.00
P1604,C0076,2025-06-25,970.00
P1605,C0082,2025-06-25,865.00
P1606,C0092,2025-06-25,370.00
P1607,C0123,2025-06-25,960.00
P1608,C0142,2025-06-25,615.00
P1609,C0152,2025-06-25,1850.00
P1610,C0160,2025-06-25,490.00
P1611,C0174,2025-06-25,1110.00
P1612,C0182,2025-06-25,1300.00
P1613,C0185,2025-06-25,625.00
P1614,C0219,2025-06-25,885.00
P1615,C0223,2025-06-25,525.00
P1616,C0253,2025-06-25,860.00
P1617,C0276,2025-06-25,1235.00
P1618,C0295,2025-06-25,1235.00
P1619,C0299,2025-06-25,1670.00
P1620,C0306,2025-06-25,980.00
P1621,C0324,2025-06-25,425.00
P1622,C0326,2025-06-25,990.00
P1623,C0357,2025-06-25,1835.00
P1624,C0361,2025-06-25,475.00
P1625,C0364,2025-06-25,1095.00
P1626,C0400,2025-06-25,585.00
P1627,C0406,2025-06-25,910.00
P1628,C0431,2025-06-25,1060.00
P1629,C0440,2025-06-25,460.00
P1630,C0039,2025-06-26,470.00
P1631,C0045,2025-06-26,1650.00
P1632,C0056,2025-06-26,1470.00
P1633,C0110,2025-06-26,1020.00
P1634,C0112,2025-06-26,365.00
P1635,C0114,2025-06-26,1325.00
P1636,C0131,2025-06-26,405.00
P1637,C0133,2025-06-26,485.00
P1638,C0186,2025-06-26,1155.00
P1639,C0229,2025-06-26,335.00
P1640,C0269,2025-06-26,1240.00
P1641,C0319,2025-06-26,1590.00
P1642,C0339,2025-06-26,700.00
P1643,C0362,2025-06-26,1085.00
P1644,C0377,2025-06-26,2470.00
P1645,C0393,2025-06-26,1595.00
P1646,C0411,2025-06-26,1610.00
P1647,C0414,2025-06-26,1020.00
P1648,C0420,2025-06-26,1680.00
P1649,C0421,2025-06-26,840.00
P1650,C0441,2025-06-26,2310.00
P1651,C0006,2025-06-27,650.00
P1652,C0018,2025-06-27,760.00
P1653,C0066,2025-06-27,1200.00
P1654,C0089,2025-06-27,755.00
P1655,C0111,2025-06-27,1785.00
P1656,C0122,2025-06-27,500.00
P1657,C0124,2025-06-27,950.00
P1658,C0129,2025-06-27,3260.00
P1659,C0157,2025-06-27,550.00
P1660,C0218,2025-06-27,520.00
P1661,C0222,2025-06-27,1280.00
P1662,C0252,2025-06-27,840.00
P1663,C0255,2025-06-27,1340.00
P1664,C0264,2025-06-27,940.00
P1665,C0275,2025-06-27,885.00
P1666,C0317,2025-06-27,695.00
P1667,C0334,2025-06-27,1080.00
P1668,C0338,2025-06-27,1220.00
P1669,C0345,2025-06-27,470.00
P1670,C0348,2025-06-27,1150.00
P1671,C0352,2025-06-27,1310.00
P1672,C0013,2025-06-28,910.00
P1673,C0028,2025-06-28,1295.00
P1674,C0033,2025-06-28,555.00
P1675,C0055,2025-06-28,885.00
P1676,C0060,2025-06-28,725.00
P1677,C0061,2025-06-28,830.00
P1678,C0099,2025-06-28,280.00
P1679,C0132,2025-06-28,1585.00
P1680,C0161,2025-06-28,1125.00
P1681,C0178,2025-06-28,830.00
P1682,C0179,2025-06-28,880.00
P1683,C0194,2025-06-28,310.00
P1684,C0199,2025-06-28,575.00
P1685,C0206,2025-06-28,930.00
P1686,C0225,2025-06-28,730.00
P1687,C0233,2025-06-28,380.00
P1688,C0265,2025-06-28,1000.00
P1689,C0281,2025-06-28,1160.00
P1690,C0287,2025-06-28,645.00
P1691,C0297,2025-06-28,815.00
P1692,C0320,2025-06-28,330.00
P1693,C0369,2025-06-28,1175.00
P1694,C0370,2025-06-28,2280.00
P1695,C0394,2025-06-28,350.00
P1696,C0398,2025-06-28,840.00
P1697,C0408,2025-06-28,730.00
P1698,C0012,2025-06-29,3690.00
P1699,C0067,2025-06-29,300.00
P1700,C0069,2025-06-29,1090.00
P1701,C0086,2025-06-29,410.00
P1702,C0093,2025-06-29,720.00
P1703,C0094,2025-06-29,910.00
P1704,C0105,2025-06-29,730.00
P1705,C0115,2025-06-29,615.00
P1706,C0216,2025-06-29,1070.00
P1707,C0228,2025-06-29,1010.00
P1708,C0243,2025-06-29,1535.00
P1709,C0251,2025-06-29,1205.00
P1710,C0289,2025-06-29,570.00
P1711,C0309,2025-06-29,820.00
P1712,C0311,2025-06-29,570.00
P1713,C0325,2025-06-29,1960.00
P1714,C0347,2025-06-29,1145.00
P1715,C0379,2025-06-29,1205.00
P1716,C0382,2025-06-29,1115.00
P1717,C0385,2025-06-29,950.00
P1718,C0387,2025-06-29,1310.00
P1719,C0442,2025-06-29,1570.00
P1720,C0443,2025-06-29,1325.00
P1721,C0016,2025-06-30,550.00
P1722,C0037,2025-06-30,450.00
P1723,C0068,2025-06-30,1680.00
P1724,C0073,2025-06-30,1235.00
P1725,C0077,2025-06-30,1865.00
P1726,C0101,2025-06-30,435.00
P1727,C0120,2025-06-30,915.00
P1728,C0173,2025-06-30,435.00
P1729,C0239,2025-06-30,3020.00
P1730,C0241,2025-06-30,1710.00
P1731,C0246,2025-06-30,1015.00
P1732,C0266,2025-06-30,1575.00
P1733,C0268,2025-06-30,860.00
P1734,C0284,2025-06-30,490.00
P1735,C0300,2025-06-30,395.00
P1736,C0344,2025-06-30,440.00
P1737,C0353,2025-06-30,960.00
P1738,C0391,2025-06-30,825.00
P1739,C0422,2025-06-30,530.00
P1740,C0428,2025-06-30,695.00
P1741,C0448,2025-06-30,1055.00
P1742,C0008,2025-07-01,540.00
P1743,C0054,2025-07-01,1140.00
P1744,C0080,2025-07-01,1750.00
P1745,C0106,2025-07-01,1050.00
P1746,C0107,2025-07-01,1130.00
P1747,C0190,2025-07-01,870.00
P1748,C0197,2025-07-01,1410.00
P1749,C0240,2025-07-01,410.00
P1750,C0249,2025-07-01,1255.00
P1751,C0270,2025-07-01,400.00
P1752,C0280,2025-07-01,435.00
P1753,C0290,2025-07-01,895.00
P1754,C0293,2025-07-01,2720.00
P1755,C0296,2025-07-01,875.00
P1756,C0298,2025-07-01,680.00
P1757,C0307,2025-07-01,470.00
P1758,C0349,2025-07-01,460.00
P1759,C0351,2025-07-01,1105.00
P1760,C0356,2025-07-01,510.00
P1761,C0363,2025-07-01,1745.00
P1762,C0374,2025-07-01,1805.00
P1763,C0427,2025-07-01,345.00
P1764,C0434,2025-07-01,925.00
P1765,C0439,2025-07-01,675.00
P1766,C0003,2025-07-02,470.00
P1767,C0011,2025-07-02,1130.00
P1768,C0019,2025-07-02,2570.00
P1769,C0027,2025-07-02,845.00
P1770,C0038,2025-07-02,700.00
P1771,C0044,2025-07-02,1290.00
P1772,C0051,2025-07-02,1465.00
P1773,C0096,2025-07-02,1990.00
P1774,C0108,2025-07-02,500.00
P1775,C0125,2025-07-02,1270.00
P1776,C0144,2025-07-02,1605.00
P1777,C0148,2025-07-02,1040.00
P1778,C0183,2025-07-02,960.00
P1779,C0192,2025-07-02,740.00
P1780,C0305,2025-07-02,770.00
P1781,C0312,2025-07-02,925.00
P1782,C0383,2025-07-02,1200.00
P1783,C0389,2025-07-02,465.00
P1784,C0418,2025-07-02,365.00
P1785,C0017,2025-07-03,1715.00
P1786,C0023,2025-07-03,845.00
P1787,C0030,2025-07-03,615.00
P1788,C0032,2025-07-03,385.00
P1789,C0048,2025-07-03,1860.00
P1790,C0156,2025-07-03,860.00
P1791,C0204,2025-07-03,1235.00
P1792,C0221,2025-07-03,345.00
P1793,C0292,2025-07-03,775.00
P1794,C0318,2025-07-03,780.00
P1795,C0360,2025-07-03,535.00
P1796,C0392,2025-07-03,845.00
P1797,C0396,2025-07-03,1465.00
P1798,C0438,2025-07-03,1795.00
P1799,C0002,2025-07-04,1355.00
P1800,C0010,2025-07-04,1010.00
P1801,C0064,2025-07-04,525.00
P1802,C0088,2025-07-04,735.00
P1803,C0090,2025-07-04,1280.00
P1804,C0121,2025-07-04,1255.00
P1805,C0128,2025-07-04,2020.00
P1806,C0176,2025-07-04,1615.00
P1807,C0196,2025-07-04,1135.00
P1808,C0210,2025-07-04,1575.00
P1809,C0220,2025-07-04,1710.00
P1810,C0224,2025-07-04,1130.00
P1811,C0235,2025-07-04,1125.00
P1812,C0259,2025-07-04,1485.00
P1813,C0278,2025-07-04,710.00
P1814,C0342,2025-07-04,2840.00
P1815,C0350,2025-07-04,1305.00
P1816,C0375,2025-07-04,1460.00
P1817,C0417,2025-07-04,1670.00
P1818,C0419,2025-07-04,680.00
P1819,C0425,2025-07-04,1465.00
P1820,C0449,2025-07-04,910.00
P1821,C0059,2025-07-05,585.00
P1822,C0070,2025-07-05,490.00
P1823,C0078,2025-07-05,395.00
P1824,C0117,2025-07-05,1340.00
P1825,C0153,2025-07-05,275.00
P1826,C0163,2025-07-05,2025.00
P1827,C0167,2025-07-05,385.00
P1828,C0181,2025-07-05,2100.00
P1829,C0238,2025-07-05,530.00
P1830,C0263,2025-07-05,600.00
P1831,C0332,2025-07-05,710.00
P1832,C0380,2025-07-05,1170.00
P1833,C0381,2025-07-05,975.00
P1834,C0407,2025-07-05,1520.00
P1835,C0170,2025-07-06,760.00
P1836,C0198,2025-07-06,1165.00
P1837,C0261,2025-07-06,1810.00
P1838,C0322,2025-07-06,1140.00
P1839,C0415,2025-07-06,1075.00
P1840,C0337,2025-07-07,570.00
P1841,C0355,2025-07-07,1210.00
P1842,C0031,2025-07-08,1505.00
P1843,C0171,2025-07-08,1230.00
P1844,C0175,2025-07-08,325.00
P1845,C0331,2025-07-08,380.00
P1846,C0041,2025-07-09,595.00
P1847,C0147,2025-07-09,610.00
P1848,C0250,2025-07-10,715.00
P1849,C0095,2025-07-11,810.00
P1850,C0164,2025-07-11,1150.00
P1851,C0166,2025-07-12,495.00
P1852,C0193,2025-07-12,1195.00
P1853,C0145,2025-07-13,1810.00
P1854,C0177,2025-07-13,1760.00
P1855,C0236,2025-07-13,665.00
P1856,C0341,2025-07-13,980.00
P1857,C0359,2025-07-13,1310.00
P1858,C0445,2025-07-13,790.00
P1859,C0126,2025-07-14,965.00
P1860,C0169,2025-07-14,885.00
P1861,C0217,2025-07-14,645.00
P1862,C0042,2025-07-15,1275.00
P1863,C0187,2025-07-15,1365.00
P1864,C0267,2025-07-15,720.00
P1865,C0313,2025-07-15,825.00
P1866,C0371,2025-07-15,1075.00
P1867,C0390,2025-07-15,435.00
P1868,C0436,2025-07-15,585.00
P1869,C0047,2025-07-16,475.00
P1870,C0191,2025-07-16,855.00
P1871,C0401,2025-07-16,945.00
P1872,C0141,2025-07-17,360.00
P1873,C0146,2025-07-17,1575.00
P1874,C0277,2025-07-17,340.00
P1875,C0321,2025-07-17,1275.00
P1876,C0447,2025-07-17,675.00
P1877,C0271,2025-07-18,1410.00
P1878,C0014,2025-07-19,1185.00
P1879,C0087,2025-07-19,585.00
P1880,C0247,2025-07-19,325.00
P1881,C0432,2025-07-19,1570.00
P1882,C0130,2025-07-20,815.00
P1883,C0226,2025-07-20,620.00
P1884,C0327,2025-07-20,580.00
P1885,C0017,2025-07-25,1715.00
P1886,C0069,2025-07-25,1090.00
P1887,C0070,2025-07-25,490.00
P1888,C0108,2025-07-25,500.00
P1889,C0132,2025-07-25,1585.00
P1890,C0144,2025-07-25,1605.00
P1891,C0146,2025-07-25,1575.00
P1892,C0182,2025-07-25,1300.00
P1893,C0185,2025-07-25,625.00
P1894,C0193,2025-07-25,1195.00
P1895,C0222,2025-07-25,1280.00
P1896,C0226,2025-07-25,620.00
P1897,C0269,2025-07-25,1240.00
P1898,C0276,2025-07-25,1235.00
P1899,C0327,2025-07-25,580.00
P1900,C0332,2025-07-25,710.00
P1901,C0359,2025-07-25,1310.00
P1902,C0360,2025-07-25,535.00
P1903,C0427,2025-07-25,345.00
P1904,C0438,2025-07-25,1795.00
P1905,C0442,2025-07-25,1570.00
P1906,C0014,2025-07-26,1185.00
P1907,C0015,2025-07-26,1025.00
P1908,C0027,2025-07-26,845.00
P1909,C0032,2025-07-26,385.00
P1910,C0045,2025-07-26,1650.00
P1911,C0047,2025-07-26,475.00
P1912,C0151,2025-07-26,3340.00
P1913,C0190,2025-07-26,870.00
P1914,C0223,2025-07-26,525.00
P1915,C0225,2025-07-26,730.00
P1916,C0239,2025-07-26,1510.00
P1917,C0246,2025-07-26,1015.00
P1918,C0268,2025-07-26,860.00
P1919,C0306,2025-07-26,980.00
P1920,C0309,2025-07-26,820.00
P1921,C0323,2025-07-26,2200.00
P1922,C0324,2025-07-26,425.00
P1923,C0350,2025-07-26,1305.00
P1924,C0377,2025-07-26,1235.00
P1925,C0380,2025-07-26,1170.00
P1926,C0393,2025-07-26,1595.00
P1927,C0447,2025-07-26,675.00
P1928,C0028,2025-07-27,1295.00
P1929,C0058,2025-07-27,955.00
P1930,C0068,2025-07-27,1680.00
P1931,C0078,2025-07-27,395.00
P1932,C0088,2025-07-27,735.00
P1933,C0106,2025-07-27,525.00
P1934,C0126,2025-07-27,965.00
P1935,C0148,2025-07-27,1040.00
P1936,C0192,2025-07-27,740.00
P1937,C0264,2025-07-27,940.00
P1938,C0281,2025-07-27,1160.00
P1939,C0351,2025-07-27,1105.00
P1940,C0379,2025-07-27,1205.00
P1941,C0385,2025-07-27,950.00
P1942,C0387,2025-07-27,1310.00
P1943,C0406,2025-07-27,910.00
P1944,C0413,2025-07-27,1670.00
P1945,C0419,2025-07-27,680.00
P1946,C0420,2025-07-27,1680.00
P1947,C0013,2025-07-28,910.00
P1948,C0033,2025-07-28,555.00
P1949,C0054,2025-07-28,1140.00
P1950,C0059,2025-07-28,585.00
P1951,C0114,2025-07-28,1325.00
P1952,C0122,2025-07-28,500.00
P1953,C0125,2025-07-28,1270.00
P1954,C0130,2025-07-28,815.00
P1955,C0160,2025-07-28,490.00
P1956,C0161,2025-07-28,1125.00
P1957,C0164,2025-07-28,1150.00
P1958,C0170,2025-07-28,760.00
P1959,C0181,2025-07-28,1050.00
P1960,C0296,2025-07-28,875.00
P1961,C0321,2025-07-28,1275.00
P1962,C0322,2025-07-28,1140.00
P1963,C0325,2025-07-28,1960.00
P1964,C0356,2025-07-28,510.00
P1965,C0375,2025-07-28,1460.00
P1966,C0392,2025-07-28,845.00
P1967,C0425,2025-07-28,1465.00
P1968,C0008,2025-07-29,540.00
P1969,C0041,2025-07-29,595.00
P1970,C0095,2025-07-29,810.00
P1971,C0159,2025-07-29,1950.00
P1972,C0173,2025-07-29,435.00
P1973,C0191,2025-07-29,855.00
P1974,C0199,2025-07-29,575.00
P1975,C0243,2025-07-29,1535.00
P1976,C0261,2025-07-29,1810.00
P1977,C0265,2025-07-29,1000.00
P1978,C0307,2025-07-29,470.00
P1979,C0344,2025-07-29,440.00
P1980,C0347,2025-07-29,1145.00
P1981,C0353,2025-07-29,960.00
P1982,C0408,2025-07-29,730.00
P1983,C0418,2025-07-29,365.00
P1984,C0443,2025-07-29,1325.00
P1985,C0042,2025-07-30,1275.00
P1986,C0053,2025-07-30,3300.00
P1987,C0060,2025-07-30,725.00
P1988,C0066,2025-07-30,1200.00
P1989,C0067,2025-07-30,300.00
P1990,C0093,2025-07-30,720.00
P1991,C0112,2025-07-30,365.00
P1992,C0157,2025-07-30,550.00
P1993,C0216,2025-07-30,1070.00
P1994,C0219,2025-07-30,885.00
P1995,C0228,2025-07-30,1010.00
P1996,C0251,2025-07-30,1205.00
P1997,C0267,2025-07-30,720.00
P1998,C0292,2025-07-30,775.00
P1999,C0298,2025-07-30,680.00
P2000,C0334,2025-07-30,1080.00
P2001,C0339,2025-07-30,700.00
P2002,C0361,2025-07-30,475.00
P2003,C0407,2025-07-30,1520.00
P2004,C0440,2025-07-30,460.00
P2005,C0441,2025-07-30,1155.00
P2006,C0006,2025-07-31,650.00
P2007,C0077,2025-07-31,1865.00
P2008,C0171,2025-07-31,1230.00
P2009,C0197,2025-07-31,705.00
P2010,C0208,2025-07-31,1320.00
P2011,C0220,2025-07-31,1710.00
P2012,C0229,2025-07-31,335.00
P2013,C0271,2025-07-31,1410.00
P2014,C0278,2025-07-31,710.00
P2015,C0349,2025-07-31,460.00
P2016,C0352,2025-07-31,1310.00
P2017,C0357,2025-07-31,1835.00
P2018,C0382,2025-07-31,1115.00
P2019,C0415,2025-07-31,1075.00
P2020,C0019,2025-08-01,1285.00
P2021,C0030,2025-08-01,615.00
P2022,C0089,2025-08-01,755.00
P2023,C0099,2025-08-01,280.00
P2024,C0101,2025-08-01,435.00
P2025,C0129,2025-08-01,1630.00
P2026,C0145,2025-08-01,1810.00
P2027,C0152,2025-08-01,1850.00
P2028,C0156,2025-08-01,860.00
P2029,C0169,2025-08-01,885.00
P2030,C0221,2025-08-01,345.00
P2031,C0253,2025-08-01,860.00
P2032,C0266,2025-08-01,1575.00
P2033,C0275,2025-08-01,885.00
P2034,C0277,2025-08-01,340.00
P2035,C0295,2025-08-01,1235.00
P2036,C0300,2025-08-01,395.00
P2037,C0320,2025-08-01,330.00
P2038,C0355,2025-08-01,605.00
P2039,C0363,2025-08-01,1745.00
P2040,C0383,2025-08-01,1200.00
P2041,C0394,2025-08-01,350.00
P2042,C0414,2025-08-01,1020.00
P2043,C0012,2025-08-02,1845.00
P2044,C0037,2025-08-02,450.00
P2045,C0038,2025-08-02,700.00
P2046,C0123,2025-08-02,960.00
P2047,C0249,2025-08-02,1255.00
P2048,C0287,2025-08-02,645.00
P2049,C0290,2025-08-02,895.00
P2050,C0362,2025-08-02,1085.00
P2051,C0436,2025-08-02,585.00
P2052,C0029,2025-08-03,1390.00
P2053,C0064,2025-08-03,525.00
P2054,C0073,2025-08-03,1235.00
P2055,C0080,2025-08-03,1750.00
P2056,C0105,2025-08-03,730.00
P2057,C0121,2025-08-03,1255.00
P2058,C0142,2025-08-03,615.00
P2059,C0147,2025-08-03,610.00
P2060,C0174,2025-08-03,1110.00
P2061,C0204,2025-08-03,1235.00
P2062,C0210,2025-08-03,1575.00
P2063,C0241,2025-08-03,1710.00
P2064,C0270,2025-08-03,400.00
P2065,C0297,2025-08-03,815.00
P2066,C0299,2025-08-03,1670.00
P2067,C0312,2025-08-03,925.00
P2068,C0326,2025-08-03,990.00
P2069,C0338,2025-08-03,1220.00
P2070,C0369,2025-08-03,1175.00
P2071,C0390,2025-08-03,435.00
P2072,C0398,2025-08-03,840.00
P2073,C0401,2025-08-03,945.00
P2074,C0417,2025-08-03,1670.00
P2075,C0448,2025-08-03,1055.00
P2076,C0003,2025-08-04,470.00
P2077,C0011,2025-08-04,1130.00
P2078,C0016,2025-08-04,550.00
P2079,C0051,2025-08-04,1465.00
P2080,C0076,2025-08-04,970.00
P2081,C0090,2025-08-04,640.00
P2082,C0110,2025-08-04,1020.00
P2083,C0120,2025-08-04,915.00
P2084,C0194,2025-08-04,310.00
P2085,C0198,2025-08-04,1165.00
P2086,C0217,2025-08-04,645.00
P2087,C0238,2025-08-04,530.00
P2088,C0263,2025-08-04,600.00
P2089,C0313,2025-08-04,825.00
P2090,C0315,2025-08-04,980.00
P2091,C0318,2025-08-04,780.00
P2092,C0328,2025-08-04,955.00
P2093,C0023,2025-08-05,845.00
P2094,C0044,2025-08-05,1290.00
P2095,C0082,2025-08-05,865.00
P2096,C0128,2025-08-05,2020.00
P2097,C0131,2025-08-05,405.00
P2098,C0133,2025-08-05,485.00
P2099,C0183,2025-08-05,960.00
P2100,C0196,2025-08-05,1135.00
P2101,C0214,2025-08-05,1950.00
P2102,C0218,2025-08-05,520.00
P2103,C0224,2025-08-05,1130.00
P2104,C0233,2025-08-05,380.00
P2105,C0240,2025-08-05,410.00
P2106,C0293,2025-08-05,1360.00
P2107,C0311,2025-08-05,570.00
P2108,C0317,2025-08-05,695.00
P2109,C0337,2025-08-05,570.00
P2110,C0370,2025-08-05,1140.00
P2111,C0374,2025-08-05,1805.00
P2112,C0381,2025-08-05,975.00
P2113,C0389,2025-08-05,465.00
P2114,C0412,2025-08-05,2580.00
P2115,C0431,2025-08-05,1060.00
P2116,C0432,2025-08-05,1570.00
P2117,C0259,2025-08-06,1485.00
P2118,C0445,2025-08-06,790.00
P2119,C0252,2025-08-07,840.00
P2120,C0411,2025-08-07,1610.00
P2121,C0031,2025-08-08,1505.00
P2122,C0166,2025-08-09,495.00
P2123,C0289,2025-08-09,570.00
P2124,C0348,2025-08-09,575.00
P2125,C0018,2025-08-10,760.00
P2126,C0055,2025-08-10,885.00
P2127,C0345,2025-08-10,470.00
P2128,C0094,2025-08-11,910.00
P2129,C0178,2025-08-11,830.00
P2130,C0319,2025-08-11,1590.00
P2131,C0186,2025-08-12,1155.00
P2132,C0331,2025-08-12,380.00
P2133,C0056,2025-08-13,1470.00
P2134,C0075,2025-08-15,1040.00
P2135,C0124,2025-08-15,950.00
P2136,C0236,2025-08-15,665.00
P2137,C0107,2025-08-16,1130.00
P2138,C0117,2025-08-16,1340.00
P2139,C0179,2025-08-16,880.00
P2140,C0206,2025-08-16,930.00
P2141,C0177,2025-08-17,1760.00
P2142,C0371,2025-08-17,1075.00
P2143,C0434,2025-08-17,925.00
P2144,C0439,2025-08-17,675.00
P2145,C0115,2025-08-18,615.00
P2146,C0176,2025-08-18,1615.00
P2147,C0396,2025-08-18,1465.00
P2148,C0163,2025-08-19,2025.00
P2149,C0364,2025-08-19,1095.00
P2150,C0391,2025-08-19,825.00
P2151,C0449,2025-08-19,910.00
P2152,C0010,2025-08-20,1010.00
